;open;high;low;close;1h_chg%;24h_chg%;next_1h_chg;next_1h_high%;next_3h_high%;next_24h_chg;volume;qav;num_trades;taker_base_vol;taker_quote_vol;taker%;open_interest;oi_24h_chg%;oi_7d_chg%;%_long;%L_24h_chg%;%L_7d_chg%;fundings;fund_24h_chg;fund_7d_chg;liquidations_long;liquidations_short
06/12/2023 07:00;43671,04;43724,63;43500;43688,87;0,04%;4,99%;0,31%;0,42%;1,39%;0,41%;1618,58734;70591860,31;76133;776,3533;33858597,21;48%;83617,954;-0,14%;-0,97%;44,96;8,70%;11,07%;0,01;0,00%;0,00%;69871,6629;69871,6629
06/12/2023 08:00;43688,87;43874;43640;43825,84;0,31%;5,08%;0,11%;0,44%;1,08%;0,13%;1845,18131;80787747,75;76872;894,73918;39174958,52;48%;83262,699;-0,41%;-2,31%;45,67;9,23%;15,47%;0,01;0,00%;0,00%;876,622;876,622
06/12/2023 09:00;43825,83;44018,73;43684,34;43874,38;0,11%;5,42%;0,54%;0,96%;0,96%;-0,66%;1745,55596;76501279,94;78006;954,96985;41854445,73;55%;83204,646;-0,57%;-2,35%;47,06;11,33%;20,02%;0,01;0,00%;0,00%;29626,29;29626,29
06/12/2023 10:00;43874,38;44297,21;43864,31;44111,25;0,54%;5,72%;-0,62%;0,05%;0,22%;-1,72%;3768,88293;166236414,7;120615;2042,39615;90085520,72;54%;83553,034;-0,72%;-2,26%;47,47;13,73%;19,42%;0,01;0,00%;0,00%;277735,338;277735,338
06/12/2023 11:00;44111,25;44132,83;43335,28;43839,21;-0,62%;4,71%;0,44%;0,84%;1,01%;-1,61%;4655,62789;203487409,1;148706;2223,5899;97191766,01;48%;84538,85;0,01%;-0,78%;47,32;13,48%;20,68%;0,01;0,00%;0,00%;3182258,568;3182258,568
06/12/2023 12:00;43839,22;44208;43780;44031,02;0,44%;5,28%;0,15%;0,31%;0,57%;-1,91%;3488,20076;153556732,2;116998;1778,11855;78280257,11;51%;85244,067;-1,11%;-0,28%;47,94;14,72%;20,60%;0,01;0,00%;0,00%;54225,55;54225,55
06/12/2023 13:00;44031,03;44167,94;43974,11;44095,06;0,15%;4,51%;-0,10%;0,42%;0,42%;-1,56%;1970,7627;86833871,49;78899;989,88417;43614042,01;50%;85930,369;-1,72%;0,14%;46,22;12,65%;17,70%;0,01;0,00%;0,00%;20996,8836;20996,8836
06/12/2023 14:00;44095,05;44279,98;43950;44050,02;-0,10%;4,22%;-0,60%;0,11%;0,22%;-1,71%;2969,17653;131024193,4;115020;1526,62919;67363240,74;51%;87111,559;-1,25%;1,76%;46,13;13,23%;18,28%;0,01;0,00%;0,00%;308895,0408;308895,0408
06/12/2023 15:00;44050,01;44098,03;43721,73;43785,2;-0,60%;2,51%;0,16%;0,58%;0,83%;-0,68%;2812,97261;123530917,1;106475;1296,65214;56941871,92;46%;86281,93;-1,46%;3,25%;46,05;13,87%;14,32%;0,01;0,00%;0,00%;303063,476;303063,476
06/12/2023 16:00;43785,2;44040;43730,47;43853,24;0,16%;1,10%;0,25%;0,67%;0,67%;-0,44%;2883,68103;126583134,8;78169;1355,73423;59497153,62;47%;86481,49;2,65%;3,35%;46,27;12,41%;7,53%;0,01;0,00%;0,00%;134164,5514;134164,5514
06/12/2023 17:00;43853,25;44146,71;43823,96;43961,12;0,25%;0,57%;-0,06%;0,09%;0,36%;-0,62%;1848,00041;81349301,92;69840;899,11179;39575817,42;49%;86455,59;2,77%;3,29%;47,14;7,53%;8,17%;0,01;0,00%;0,00%;62967,0448;62967,0448
06/12/2023 18:00;43961,13;44000;43863,4;43934,28;-0,06%;0,27%;0,11%;0,42%;0,42%;-1,17%;1169,01665;51356893,36;50611;553,44071;24312623,56;47%;86520,997;3,35%;3,48%;47,08;6,49%;6,66%;0,01;0,00%;0,00%;118195,5328;118195,5328
06/12/2023 19:00;43934,28;44120;43908,28;43984,71;0,11%;0,47%;-0,52%;0,20%;0,20%;-1,54%;1267,0365;55744716,86;46401;663,06488;29173130,26;52%;86464,585;3,79%;3,80%;47,43;7,36%;7,09%;0,01;0,00%;0,00%;1760,352;1760,352
06/12/2023 20:00;43984,71;44071;43751;43755,79;-0,52%;-0,31%;0,16%;0,28%;0,47%;-1,26%;1657,49622;72847427,56;51771;761,82378;33482564,01;46%;86413,158;3,83%;4,19%;47,44;8,76%;7,18%;0,01;0,00%;0,00%;275269,6251;275269,6251
06/12/2023 21:00;43755,78;43879,57;43609,93;43824,19;0,16%;-1,04%;-0,13%;0,31%;0,31%;-1,34%;1846,79852;80832361,42;57725;870,85574;38122128,94;47%;85449,659;2,91%;3,42%;47,5;8,82%;6,98%;0,01;0,00%;0,00%;921689,745;921689,745
06/12/2023 22:00;43824,2;43959,34;43623,07;43766,84;-0,13%;-0,70%;-0,01%;0,10%;0,40%;-0,90%;993,10355;43537261,61;43307;434,78882;19064513,85;44%;85276,295;3,25%;3,73%;47,55;8,36%;6,57%;0,01;0,00%;0,00%;709433,856;709433,856
06/12/2023 23:00;43766,85;43812,19;43600,78;43762,69;-0,01%;-0,85%;0,14%;0,32%;0,53%;-1,43%;1258,44306;55006572,25;44509;506,18467;22126825,75;40%;85262,969;3,37%;3,16%;47,49;7,98%;6,03%;0,01;0,00%;0,00%;213314,6004;213314,6004
07/12/2023 00:00;43762,69;43901;43710;43822,23;0,14%;-0,11%;0,24%;0,28%;0,41%;-1,25%;840,57654;36827264,61;37693;384,83366;16861165,16;46%;85443,88;3,81%;3,18%;47,43;7,55%;6,15%;0,01;0,00%;0,00%;175,3608;175,3608
07/12/2023 01:00;43822,22;43943,54;43822,22;43926,98;0,24%;0,05%;0,10%;0,15%;0,27%;-1,22%;799,97691;35118494,32;34108;381,87586;16764237,29;48%;85523,248;3,70%;3,21%;47,61;8,01%;6,77%;0,01;0,00%;0,00%;2724,125;2724,125
07/12/2023 02:00;43926,98;43994,79;43909,26;43970,99;0,10%;0,54%;-0,10%;0,07%;0,17%;-1,28%;598,91398;26318033,17;27268;275,86334;12122004,08;46%;85726,225;3,57%;3,42%;47,66;8,47%;6,62%;0,01;0,00%;0,00%;307,8922;307,8922
07/12/2023 03:00;43970,99;43999,84;43915,12;43926,84;-0,10%;0,46%;0,09%;0,27%;0,27%;-0,98%;605,82922;26626292,65;27875;284,00052;12482607,01;47%;85848,577;4,06%;3,94%;47,64;8,22%;6,89%;0,01;0,00%;0,00%;6810,9015;6810,9015
07/12/2023 04:00;43926,85;44045,96;43881,76;43964,81;0,09%;0,66%;0,10%;0,19%;0,19%;-1,36%;1149,38446;50553835,95;39360;548,72893;24133866,58;48%;85742,786;2,72%;4,08%;47,12;6,20%;5,75%;0,01;0,00%;0,00%;10204,1024;10204,1024
07/12/2023 05:00;43964,82;44047,33;43875,11;44007,25;0,10%;0,77%;-0,31%;0,05%;0,05%;-1,26%;936,99302;41218692,8;36803;471,17616;20729922,72;50%;85673,492;2,21%;3,95%;47,29;6,37%;7,94%;0,01;0,00%;0,00%;1320,597;1320,597
07/12/2023 06:00;44007,24;44030,01;43838,19;43869,66;-0,31%;0,41%;0,03%;0,17%;0,17%;-1,02%;987,51608;43383791,35;41193;460,87501;20246463,44;47%;85483,877;2,23%;3,34%;47,08;4,72%;6,73%;0,01;0,00%;0,00%;44006,7253;44006,7253
07/12/2023 07:00;43869,65;43945;43866,54;43884,01;0,03%;0,13%;-0,68%;0,03%;0,03%;-1,19%;1012,93272;44483697,48;33291;437,25269;19202224,11;43%;85671,554;2,89%;3,07%;47,17;3,28%;6,72%;0,01;0,00%;0,00%;87,7988;87,7988
07/12/2023 08:00;43884,01;43896,48;43536,59;43585,6;-0,68%;-0,66%;-0,54%;0,11%;0,11%;-0,96%;3773,61269;164999048;99331;1545,20583;67567138,98;41%;85838,263;3,17%;2,58%;47,29;0,49%;6,29%;0,01;0,00%;0,00%;1128135,244;1128135,244
07/12/2023 09:00;43585,61;43633,99;42821,1;43351,07;-0,54%;-1,72%;-0,50%;0,18%;0,18%;-0,32%;6394,45779;276618467,1;165262;2956,92899;127901922,2;46%;85002,637;1,73%;1,43%;47,61;0,29%;1,32%;0,01;0,00%;0,00%;2200778,259;2200778,259
07/12/2023 10:00;43351,07;43428;43061,1;43134,24;-0,50%;-1,61%;0,12%;0,57%;0,86%;0,00%;2455,37637;106090504,3;74667;1121,64511;48463081,98;46%;84788,953;0,30%;1,11%;47,39;0,15%;-0,84%;0,01;0,00%;0,00%;640691,2;640691,2
07/12/2023 11:00;43134,23;43379,99;43111,1;43188,03;0,12%;-1,91%;0,51%;0,51%;0,78%;0,38%;1612,33591;69716044,1;51926;861,34044;37241847,76;53%;85594,409;0,41%;1,97%;47,74;-0,42%;-0,56%;0,01;0,00%;0,00%;113460,0064;113460,0064
07/12/2023 12:00;43188,03;43409,77;42955;43408;0,51%;-1,56%;-0,26%;0,23%;1,19%;0,57%;2768,15945;119403300,7;77504;1363,54299;58842008,03;49%;86584,267;0,76%;3,15%;48,07;4,00%;0,84%;0,01;0,00%;0,00%;513467,2904;513467,2904
07/12/2023 13:00;43408;43507;43190;43294,63;-0,26%;-1,71%;0,44%;0,53%;1,46%;1,04%;1894,74028;82071278,97;58163;911,14308;39474533,56;48%;86054,227;-1,21%;2,74%;49,21;6,68%;5,83%;0,01;0,00%;0,00%;381674,898;381674,898
07/12/2023 14:00;43294,63;43526;43245,89;43485,8;0,44%;-0,68%;0,40%;1,01%;1,01%;0,20%;1395,44652;60543292,09;50224;774,07927;33585121,14;55%;85925,335;-0,41%;2,42%;48,9;6,19%;4,00%;0,01;0,00%;0,00%;5133,1416;5133,1416
07/12/2023 15:00;43485,79;43925;43429,23;43659,99;0,40%;-0,44%;0,06%;0,22%;0,22%;0,69%;3575,65122;156242217,7;108984;1958,04415;85556971,88;55%;85098,371;-1,60%;1,08%;49,01;5,92%;2,55%;0,01;0,00%;0,00%;146764,128;146764,128
07/12/2023 16:00;43659,99;43755,26;43491,1;43687,1;0,06%;-0,62%;-0,61%;0,03%;0,03%;0,17%;2233,54565;97466379,88;68261;1149,84168;50182343,66;51%;85718,046;-0,85%;2,20%;48,47;2,82%;-0,84%;0,01;0,00%;0,00%;1097583,21;1097583,21
07/12/2023 17:00;43687,1;43699,69;43201,01;43419,02;-0,61%;-1,17%;-0,25%;0,09%;0,09%;0,93%;3799,75375;164972057,7;92736;1596,88024;69330352,95;42%;85723,171;-0,92%;2,27%;49,14;4,38%;0,27%;0,01;0,00%;0,00%;669024,6224;669024,6224
07/12/2023 18:00;43419,03;43457,65;43254,08;43309,22;-0,25%;-1,54%;-0,24%;0,06%;0,34%;0,99%;1853,27871;80355171,66;59706;882,57615;38265629,34;48%;85709,443;-0,87%;2,68%;49,04;3,39%;0,39%;0,01;0,00%;0,00%;19670,6396;19670,6396
07/12/2023 19:00;43309,23;43333,32;43058,42;43203,58;-0,24%;-1,26%;0,07%;0,30%;0,58%;1,40%;2272,8343;98190037,4;61382;1103,42431;47667021,6;49%;85514,544;-1,04%;2,87%;49,17;3,65%;2,14%;0,01;0,00%;0,00%;512081,8456;512081,8456
07/12/2023 20:00;43203,57;43334,65;43079,98;43235,74;0,07%;-1,34%;0,32%;0,51%;0,51%;1,64%;2100,58089;90776347,56;48255;1081,39486;46734727,98;51%;85263,063;-0,22%;2,47%;49,29;3,77%;2,82%;0,01;0,00%;0,00%;104272,988;104272,988
07/12/2023 21:00;43235,74;43456,06;43221,1;43374,51;0,32%;-0,90%;-0,55%;0,09%;0,09%;2,28%;1690,53572;73254862,89;50470;917,45652;39756042,02;54%;84657,689;-0,73%;2,08%;49,71;4,54%;3,97%;0,01;0,00%;0,00%;4773,692;4773,692
07/12/2023 22:00;43374,51;43413,21;43135,72;43136;-0,55%;-1,43%;0,32%;0,58%;0,64%;3,23%;906,16059;39220126,91;33007;382,01736;16539238,02;42%;83594,952;-1,96%;1,18%;50,03;5,35%;4,73%;0,01;0,00%;0,00%;116746,9885;116746,9885
07/12/2023 23:00;43136,01;43386,64;43136;43273,14;0,32%;-1,25%;0,27%;0,29%;0,58%;2,28%;1444,67568;62496612,53;37290;785,54957;33979304,96;54%;83409,053;-2,38%;0,96%;50,21;5,86%;5,20%;0,01;0,00%;0,00%;9351,936;9351,936
08/12/2023 00:00;43273,15;43400;43261,1;43391,94;0,27%;-1,22%;0,03%;0,05%;0,31%;1,80%;1255,31557;54419572,39;36709;639,41235;27718599,78;51%;84037,831;-1,74%;2,22%;50,56;6,20%;4,90%;0,01;0,00%;0,00%;2475,2307;2475,2307
08/12/2023 01:00;43391,95;43413,31;43313,31;43406,13;0,03%;-1,28%;0,21%;0,27%;0,33%;1,78%;1065,01251;46197539;30608;544,97985;23639866,84;51%;84324,613;-1,63%;2,81%;50,62;6,21%;4,33%;0,01;0,00%;0,00%;3040,093;3040,093
08/12/2023 02:00;43406,12;43524,99;43399,1;43497,38;0,21%;-0,98%;-0,30%;0,04%;0,12%;1,43%;1042,08307;45296918,33;31765;565,95108;24599959,96;54%;84659,758;-1,38%;3,68%;50,76;6,55%;7,86%;0,01;0,00%;0,00%;36125,169;36125,169
08/12/2023 03:00;43497,39;43516,75;43366;43366,01;-0,30%;-1,36%;0,20%;0,42%;0,42%;1,74%;1142,54638;49608026,55;35193;476,13038;20670933,81;42%;84918,817;-0,96%;4,12%;51,15;8,55%;10,64%;0,01;0,00%;0,00%;15755,2164;15755,2164
08/12/2023 04:00;43366;43550;43360;43452,87;0,20%;-1,26%;-0,07%;0,13%;0,13%;1,58%;1592,82575;69220442,75;43713;763,88387;33206094,94;48%;85011,975;-0,77%;3,19%;51;7,85%;11,99%;0,01;0,00%;0,00%;2304,7792;2304,7792
08/12/2023 05:00;43452,87;43507,56;43377;43421,9;-0,07%;-1,02%;-0,14%;0,16%;0,16%;1,87%;850,5927;36945816,91;26411;484,24751;21033036,31;57%;85214,769;-0,31%;3,30%;50,75;7,80%;14,87%;0,01;0,00%;0,00%;1390,6752;1390,6752
08/12/2023 06:00;43421,91;43490;43360;43360;-0,14%;-1,19%;-0,45%;0,09%;0,09%;2,11%;1222,22531;53065420,85;32378;682,1439;29617931,67;56%;85825,186;0,18%;3,81%;50,71;7,50%;17,44%;0,01;0,00%;0,00%;35061,7864;35061,7864
08/12/2023 07:00;43360,01;43399,03;43117,38;43166,01;-0,45%;-0,96%;0,11%;0,22%;0,43%;2,40%;3167,5261;137046278,3;70917;1211,9169;52415226,36;38%;84705,464;-1,32%;0,23%;50,76;7,34%;19,02%;0,01;0,00%;0,00%;139399,566;139399,566
08/12/2023 08:00;43166,01;43259,7;43103,74;43212,94;0,11%;-0,32%;-0,18%;0,18%;1,20%;2,24%;2005,2761;86609224,34;43784;1087,61182;46974651,27;54%;84848,065;-0,18%;-0,93%;50,69;6,47%;24,06%;0,023288;1,33%;1,33%;35545,6638;35545,6638
08/12/2023 09:00;43212,93;43289,55;43123;43135,98;-0,18%;0,00%;0,50%;0,50%;1,54%;1,62%;1285,02796;55532090,17;38246;551,90553;23855509,72;43%;85241,32;0,53%;-5,35%;50,78;7,15%;26,19%;0,023288;1,33%;1,33%;55896,4735;55896,4735
08/12/2023 10:00;43135,97;43350;43081,1;43349,99;0,50%;0,38%;0,70%;0,88%;1,04%;1,13%;1308,46849;56540212,32;42250;586,396;25336755,09;45%;85293,092;-0,35%;-5,45%;51,16;7,16%;31,89%;0,023288;1,33%;1,33%;10371,3811;10371,3811
08/12/2023 11:00;43349,99;43729,73;43349,99;43653,82;0,70%;0,57%;0,21%;0,33%;0,86%;0,42%;2259,0658;98328359,94;70809;1202,21232;52332839,94;53%;85180,57;-1,62%;-5,66%;51,59;7,32%;36,41%;0,023288;1,33%;1,33%;1048,4952;1048,4952
08/12/2023 12:00;43653,82;43799,99;43512;43743,83;0,21%;1,04%;-0,39%;0,04%;0,65%;0,17%;2256,29971;98529679,88;76445;1213,40288;52988301,93;54%;85490,978;-0,65%;-5,62%;50,2;2,01%;32,77%;0,023288;1,33%;1,33%;39743,4324;39743,4324
08/12/2023 13:00;43743,83;43760;43453,02;43571,75;-0,39%;0,20%;0,90%;1,05%;1,05%;0,75%;2166,1243;94488094,11;81060;1034,52208;45125778,33;48%;85584,051;-0,40%;-5,63%;49,93;2,11%;32,55%;0,023288;1,33%;1,33%;68363,232;68363,232
08/12/2023 14:00;43571,74;44030,16;43566,02;43962,98;0,90%;0,69%;-0,46%;0,07%;0,07%;0,08%;2867,02626;125572488,1;99906;1545,86689;67716744,88;54%;85130,414;0,04%;-5,20%;49,54;1,08%;28,94%;0,023288;1,33%;1,33%;42497,9142;42497,9142
08/12/2023 15:00;43962,99;43995,66;43749,16;43760,94;-0,46%;0,17%;0,15%;0,45%;0,45%;0,40%;2387,69842;104800276,1;76568;1037,31449;45534174,18;43%;85107,052;-0,71%;-4,98%;49,36;1,84%;25,95%;0,023288;1,33%;1,33%;199104,618;199104,618
08/12/2023 16:00;43760,94;43955,99;43748,6;43824,47;0,15%;0,93%;-0,20%;0,07%;0,33%;0,50%;2078,83578;91215739,44;75985;905,00422;39703788,38;44%;84560,079;-1,36%;-5,58%;48,88;-0,53%;22,17%;0,020242;1,02%;1,02%;24727,2264;24727,2264
08/12/2023 17:00;43824,47;43857,01;43638,68;43735,82;-0,20%;0,99%;0,17%;0,47%;1,52%;0,62%;1516,61544;66304477,94;52723;620,20083;27111623,9;41%;83824,257;-2,20%;-7,21%;48,61;-0,88%;25,90%;0,020242;1,02%;1,02%;226939,8786;226939,8786
08/12/2023 18:00;43735,82;43940,03;43735;43810,01;0,17%;1,40%;0,31%;0,37%;2,03%;0,19%;1229,65177;53910717,08;45303;617,06825;27052663,26;50%;83310,127;-2,58%;-7,82%;49,09;-0,16%;29,18%;0,020242;1,02%;1,02%;6179,4237;6179,4237
08/12/2023 19:00;43810,01;43970;43796,43;43945,11;0,31%;1,64%;0,95%;1,04%;1,72%;0,05%;1045,27007;45871741,87;33082;425,46282;18669288,21;41%;82814,722;-2,87%;-7,74%;48,86;-0,87%;29,33%;0,020242;1,02%;1,02%;0;0
08/12/2023 20:00;43945,12;44400;43945,11;44363,99;0,95%;2,28%;0,37%;0,76%;0,76%;-0,99%;2414,41869;106611434,8;72248;1284,97664;56749852,22;53%;82350,771;-2,72%;-8,12%;48,87;-1,69%;29,56%;0,020242;1,02%;1,02%;11542,232;11542,232
08/12/2023 21:00;44363,99;44700;44229,14;44527,34;0,37%;3,23%;-0,60%;0,10%;0,10%;-1,23%;3922,45022;174452276,4;102978;2064,45874;91837122,85;53%;82682,92;-1,09%;-7,83%;48,85;-2,36%;29,92%;0,020242;1,02%;1,02%;193709,912;193709,912
08/12/2023 22:00;44527,34;44573,33;44239,02;44260,54;-0,60%;2,28%;-0,20%;0,18%;0,18%;-0,65%;1477,65985;65667083,36;46379;684,65461;30428634,49;46%;82355,661;-1,26%;-7,81%;48,17;-4,06%;28,83%;0,020242;1,02%;1,02%;205359,0376;205359,0376
08/12/2023 23:00;44260,54;44338;44120,62;44170,99;-0,20%;1,80%;0,01%;0,25%;0,25%;-0,61%;1342,35931;59347844,41;45808;588,95465;26037884,59;44%;82103,851;-2,30%;-7,80%;47,52;-6,01%;27,71%;0,020242;1,02%;1,02%;329404,9845;329404,9845
09/12/2023 00:00;44171;44281,23;44141,6;44177,03;0,01%;1,78%;-0,13%;0,04%;0,13%;-1,05%;1238,46583;54748838,2;39380;562,58086;24869334,05;45%;81949,604;-2,82%;-7,35%;47,54;-6,08%;27,73%;0,011504;0,15%;0,16%;5923,7916;5923,7916
09/12/2023 01:00;44177,04;44195,57;44043,61;44118,7;-0,13%;1,43%;0,00%;0,19%;0,36%;-0,79%;1177,37652;51915288,74;40579;523,59663;23085141,51;44%;81451,607;-3,79%;-7,52%;47,9;-5,63%;27,36%;0,011504;0,15%;0,16%;175885,632;175885,632
09/12/2023 02:00;44118,71;44204,63;44100,02;44120,01;0,00%;1,74%;0,04%;0,26%;0,54%;-0,74%;687,2529;30342597,03;28966;350,6509;15481045,02;51%;81400,732;-4,14%;-7,70%;47,84;-6,47%;26,36%;0,011504;0,15%;0,16%;927,1017;927,1017
09/12/2023 03:00;44120,01;44232,64;44106,19;44139,38;0,04%;1,58%;0,21%;0,31%;0,50%;-0,89%;547,61393;24192660,68;25118;248,34348;10970960,22;45%;81541,518;-4,08%;-7,44%;48,05;-5,78%;26,85%;0,011504;0,15%;0,16%;9365,1;9365,1
09/12/2023 04:00;44139,38;44276,71;44139,37;44231,98;0,21%;1,87%;0,10%;0,28%;0,28%;-0,87%;640,01562;28303754,5;28010;335,21388;14823324,15;52%;81947,352;-3,83%;-7,19%;48,4;-4,63%;27,27%;0,011504;0,15%;0,16%;0;0
09/12/2023 05:00;44231,97;44358,02;44222,42;44274,99;0,10%;2,11%;-0,17%;0,13%;0,13%;-0,76%;923,67819;40915032,8;39022;503,8484;22317803,11;55%;82624,132;-3,73%;-6,34%;48,63;-4,10%;27,87%;0,011504;0,15%;0,16%;0;0
09/12/2023 06:00;44275;44332,64;44174,12;44200;-0,17%;2,40%;-0,04%;0,14%;0,14%;-0,71%;821,50905;36374163,31;31155;373,57007;16543329,07;45%;82673,737;-2,40%;-6,26%;48,88;-3,70%;28,60%;0,011504;0,15%;0,16%;486,7027;486,7027
09/12/2023 07:00;44200;44261,1;44093,82;44180,22;-0,04%;2,24%;-0,78%;0,03%;0,03%;-0,61%;1215,63755;53689546,59;40381;568,84164;25122179,17;47%;82719,181;-2,51%;-6,54%;48,53;-4,26%;27,38%;0,011504;-1,18%;0,16%;44574,3648;44574,3648
09/12/2023 08:00;44180,21;44191,58;43720;43834,35;-0,78%;1,62%;0,02%;0,28%;0,28%;0,30%;2724,4796;119780069,2;99544;1266,53544;55676474,34;46%;81036,347;-4,93%;-8,12%;48,84;-3,82%;27,45%;0,030159;0,69%;2,32%;544630,7289;544630,7289
09/12/2023 09:00;43834,34;43958,14;43731,48;43842;0,02%;1,13%;-0,02%;0,16%;0,16%;-0,15%;1538,45513;67491345,76;56034;706,31389;30988023,34;46%;81258,384;-4,73%;-7,87%;49,04;-4,14%;26,65%;0,030159;0,69%;2,32%;28030,0545;28030,0545
09/12/2023 10:00;43842;43910,4;43814;43835,05;-0,02%;0,42%;-0,04%;0,13%;0,48%;-0,52%;718,50166;31514009,99;30485;333,64935;14634229,28;46%;81516,274;-4,30%;-7,65%;49,99;-3,10%;28,61%;0,030159;0,69%;2,32%;1272,0531;1272,0531
09/12/2023 11:00;43835,04;43890;43753,37;43817,35;-0,04%;0,17%;0,19%;0,19%;0,73%;-0,27%;813,4108;35645171,8;35195;412,9302;18095801,84;51%;81540,8;-4,62%;-7,80%;50,46;0,52%;30,73%;0,030159;0,69%;2,32%;120906,0314;120906,0314
09/12/2023 12:00;43817,35;43900;43741,52;43899,99;0,19%;0,75%;0,22%;0,33%;0,54%;-0,37%;891,12455;39036539,84;37795;479,56325;21010060,13;54%;81933,555;-4,27%;-7,23%;50,76;1,66%;30,72%;0,030159;0,69%;2,32%;46751,096;46751,096
09/12/2023 13:00;43900;44045,45;43881,45;43996,33;0,22%;0,08%;-0,14%;0,32%;0,32%;-0,26%;1058,45761;46526158,46;42968;510,72045;22447732,49;48%;82086,796;-3,58%;-7,48%;51,38;3,71%;32,12%;0,030159;0,69%;2,32%;1100,75;1100,75
09/12/2023 14:00;43996,33;44136,52;43755;43935,58;-0,14%;0,40%;0,25%;0,41%;0,41%;-0,23%;1732,22979;76149031,24;67772;816,85029;35913277,62;47%;81692,68;-4,01%;-7,88%;51,68;4,70%;32,72%;0,030159;0,69%;2,32%;351664,8364;351664,8364
09/12/2023 15:00;43935,57;44114,78;43861,1;44045,1;0,25%;0,50%;-0,08%;0,08%;0,08%;-0,48%;1350,91324;59395304,72;49828;638,23881;28060786,13;47%;82859,769;-2,01%;-6,29%;50,95;4,23%;31,15%;0,030159;0,99%;2,32%;3438,864;3438,864
09/12/2023 16:00;44045,09;44082,19;43945;44008,58;-0,08%;0,62%;-0,27%;0,05%;0,05%;-0,24%;1019,54437;44891340,6;47140;515,01412;22676185;51%;82476,347;-1,61%;-6,46%;50,63;4,16%;30,73%;0,017192;-0,31%;0,87%;276515,0317;276515,0317
09/12/2023 17:00;44008,59;44032,03;43889,87;43891,46;-0,27%;0,19%;0,17%;0,24%;0,27%;-0,14%;848,63749;37294742,47;40470;352,28593;15480793,78;42%;82163,267;-1,38%;-6,73%;49,6;1,04%;27,05%;0,017192;-0,31%;0,87%;340045,6724;340045,6724
09/12/2023 18:00;43891,46;43995,01;43877,34;43964,95;0,17%;0,05%;-0,09%;0,10%;0,27%;-0,33%;627,3757;27563547,7;29106;276,18895;12134160,96;44%;82079,285;-0,89%;-6,19%;49,48;1,27%;26,71%;0,017192;-0,31%;0,87%;17905,2324;17905,2324
09/12/2023 19:00;43964,95;44010,03;43913,17;43924,39;-0,09%;-0,99%;0,13%;0,14%;0,36%;-0,22%;440,5438;19364152,97;23850;192,24709;8450196,569;44%;82117,45;-0,28%;0,53%;49,51;1,31%;26,88%;0,017192;-0,31%;0,87%;51339,2064;51339,2064
09/12/2023 20:00;43924,4;43985,75;43864,86;43979,79;0,13%;-1,23%;-0,02%;0,24%;0,24%;-0,42%;562,72953;24711990,72;30629;264,82963;11629490,85;47%;82161,351;-0,63%;0,35%;49,49;1,31%;22,26%;0,017192;-0,31%;0,87%;54978,482;54978,482
09/12/2023 21:00;43979,8;44084,55;43875,52;43971,12;-0,02%;-0,65%;-0,16%;0,14%;0,14%;-0,03%;670,59209;29492806,88;31960;331,67579;14586122,87;49%;81803,127;-0,67%;0,25%;49,28;2,30%;21,89%;0,017192;-0,31%;0,87%;3036,8487;3036,8487
09/12/2023 22:00;43971,11;44034,03;43900,14;43900,14;-0,16%;-0,61%;-0,42%;0,04%;0,04%;-0,23%;378,99131;16674349,62;24298;163,12298;7176876,83;43%;81492,065;-0,75%;0,02%;49,31;3,77%;23,40%;0,017192;-0,31%;0,87%;18583,0668;18583,0668
09/12/2023 23:00;43900,14;43916,22;43584,51;43713,6;-0,42%;-1,05%;0,13%;0,19%;0,34%;0,16%;2298,43382;100474662,8;67667;871,19571;38082665,54;38%;80809,982;-1,39%;-1,06%;49,19;3,47%;24,03%;0,017192;0,57%;0,87%;1195170,95;1195170,95
10/12/2023 00:00;43713,59;43794,83;43672;43772,01;0,13%;-0,79%;0,05%;0,21%;0,21%;0,04%;805,43432;35235040,06;31498;446,16502;19518398,87;55%;81229,123;-0,27%;-0,48%;49,2;2,71%;23,46%;0,020724;0,92%;1,07%;0;0
10/12/2023 01:00;43772,01;43864,04;43714,49;43793,86;0,05%;-0,74%;-0,11%;0,04%;0,39%;-0,37%;550,30867;24099848,62;25243;275,81342;12078343,97;50%;81237,34;-0,20%;-0,45%;49,62;3,72%;24,42%;0,020724;0,92%;1,07%;1051,776;1051,776
10/12/2023 02:00;43793,87;43812,57;43716,7;43744,71;-0,11%;-0,89%;0,23%;0,23%;0,50%;-1,19%;669,57721;29301952,29;24777;308,74363;13511099,7;46%;81110,963;-0,53%;0,08%;49,8;3,64%;24,91%;0,020724;0,92%;1,07%;4421,578;4421,578
10/12/2023 03:00;43744,7;43845,33;43717;43845,32;0,23%;-0,87%;0,21%;0,27%;0,27%;-4,32%;425,00504;18608630,69;21664;170,88306;7481587,504;40%;81220,021;-0,89%;0,52%;50,12;3,55%;26,28%;0,020724;0,92%;1,07%;0;0
10/12/2023 04:00;43845,32;43965;43824,31;43937;0,21%;-0,76%;-0,12%;0,04%;0,18%;-3,70%;465,238;20423410,87;24798;263,15402;11552636,46;57%;81894,432;-0,88%;1,46%;50,23;3,29%;25,61%;0,020724;0,92%;1,07%;263,8362;263,8362
